width,height,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,id,label
32,32,0.7399646,0.54089373,0.37406215,0.16130933,0.17467552,0.17397857,0.55164015,0.1699878,11840,deer
32,32,0.52265275,0.5204619,0.5852937,0.22986816,0.21020201,0.21733893,0.5428028,0.21913636,11853,dog
32,32,0.41022497,0.23200254,0.11426442,0.107997656,0.105210334,0.088919245,0.25216398,0.10070908,11869,cat
32,32,0.4146189,0.4288121,0.4366324,0.23444363,0.24405093,0.24902529,0.4266878,0.24250662,11902,truck
32,32,0.70944166,0.70414907,0.6910367,0.31772113,0.32214117,0.323656,0.70154244,0.32117274,11903,cat
32,32,0.6593096,0.47707576,0.320993,0.17470378,0.14612451,0.10628195,0.4857928,0.14237009,11905,frog
32,32,0.40725407,0.4036083,0.45725834,0.20848101,0.19588438,0.20762616,0.42270693,0.20399718,11911,automobile
32,32,0.44571105,0.35475227,0.16265595,0.17955965,0.14641945,0.08084949,0.32103977,0.13560954,11918,frog
32,32,0.50574183,0.62266773,0.62018627,0.20646502,0.23798552,0.21305548,0.5828653,0.21916868,11949,ship
32,32,0.5428108,0.5215407,0.48238218,0.21571545,0.2088532,0.22473209,0.5155779,0.21643358,11981,dog
32,32,0.22899303,0.203503,0.21891329,0.13985768,0.122693524,0.13109754,0.21713643,0.13121624,12002,truck
32,32,0.5709214,0.5243031,0.37550908,0.21608424,0.21018633,0.21300787,0.49024454,0.2130928,12006,dog
32,32,0.30832496,0.3427225,0.1773619,0.15682107,0.14287622,0.14049211,0.27613646,0.1467298,12007,deer
32,32,0.500405,0.43647704,0.37662697,0.2947793,0.29596826,0.284547,0.43783632,0.29176486,12008,cat
32,32,0.5218903,0.47236556,0.47790745,0.26978865,0.25996092,0.21589825,0.4907211,0.24854927,12054,dog
32,32,0.7013205,0.6995273,0.69163054,0.26654798,0.27208865,0.27165467,0.69749284,0.2700971,12084,airplane
32,32,0.40655595,0.41756234,0.45874017,0.13157892,0.1492392,0.15778735,0.42761946,0.14620182,12111,deer
32,32,0.4872089,0.5113546,0.44781694,0.17187962,0.16840717,0.16811511,0.48212683,0.16946729,12137,deer
32,32,0.6261707,0.5495472,0.45264623,0.1778056,0.17180336,0.17765705,0.542788,0.17575534,12145,dog
32,32,0.26683724,0.3196652,0.30215845,0.10028706,0.13996117,0.1278207,0.2962203,0.12268964,12147,frog
32,32,0.32488227,0.3874467,0.27064562,0.15404962,0.13943297,0.17989303,0.3276582,0.15779187,12148,cat
32,32,0.58586097,0.59736854,0.5855968,0.16565941,0.16276197,0.16493796,0.5896087,0.1644531,12188,truck
32,32,0.2843746,0.27011997,0.10527674,0.15498947,0.15284373,0.087993674,0.21992378,0.13194229,12215,frog
32,32,0.44716436,0.5150371,0.6208602,0.29558608,0.27893287,0.26360884,0.52768725,0.2793759,12293,automobile
32,32,0.39713868,0.36211306,0.35273412,0.20988314,0.17566025,0.18748726,0.37066194,0.19101022,12302,deer
32,32,0.5053067,0.5231839,0.32797465,0.17099261,0.17650901,0.16830072,0.45215508,0.17193413,12314,deer
32,32,0.3565941,0.3345889,0.3228854,0.21318328,0.17342874,0.16444941,0.3380228,0.18368715,12366,horse
32,32,0.4031083,0.49490434,0.57594264,0.17282936,0.21282987,0.24204084,0.49131843,0.20923336,12401,ship
32,32,0.44262207,0.39323878,0.32819483,0.23841012,0.24188776,0.23991968,0.38801858,0.2400725,12426,cat
32,32,0.23342028,0.32159102,0.17298101,0.17420909,0.15567045,0.15559448,0.2426641,0.16182466,12448,frog
32,32,0.2892654,0.32058483,0.36328155,0.18458411,0.20219362,0.21461141,0.32437727,0.20046306,12452,automobile
32,32,0.40552264,0.5699763,0.4689413,0.22110596,0.16338807,0.17989865,0.4814801,0.1881309,12466,bird
32,32,0.61182797,0.6181814,0.60982525,0.22617763,0.1884131,0.15198553,0.6132782,0.18885875,12515,dog
32,32,0.33531404,0.34488714,0.34471813,0.15686941,0.08496867,0.09517108,0.34163976,0.11233639,12558,ship
32,32,0.3909849,0.42629397,0.11604987,0.18193328,0.20211071,0.11522888,0.31110957,0.16642429,12610,frog
32,32,0.56735635,0.4687997,0.39227438,0.059614334,0.072072834,0.09272648,0.47614348,0.074804544,12620,frog
32,32,0.4609834,0.5818049,0.7667603,0.14506406,0.15279852,0.17344204,0.60318285,0.15710154,12629,automobile
32,32,0.30457613,0.30281407,0.2782234,0.12468292,0.13394828,0.104250014,0.29520452,0.12096041,12636,frog
32,32,0.5484754,0.3639705,0.37612626,0.23797294,0.21500996,0.23285167,0.42952406,0.22861153,12654,truck
32,32,0.6734207,0.66712165,0.6183195,0.16204537,0.1725106,0.21280743,0.6529539,0.18245447,12725,bird
32,32,0.5643902,0.4341211,0.37538183,0.23996691,0.2661079,0.27706164,0.4579644,0.2610455,12729,dog
32,32,0.5019466,0.44334143,0.3653067,0.19826122,0.17557323,0.16219917,0.43686494,0.17867787,12754,bird
32,32,0.57262534,0.50370944,0.48603234,0.17924441,0.19175355,0.18424772,0.520789,0.1850819,12774,automobile
32,32,0.40028343,0.35228568,0.19641046,0.16709138,0.14639412,0.112978026,0.31632653,0.14215451,12825,frog
32,32,0.42251447,0.38861072,0.3201043,0.13731305,0.13536549,0.11517929,0.37707648,0.12928595,12849,horse
32,32,0.54813063,0.5630776,0.5155942,0.27309316,0.25878835,0.28514746,0.5422675,0.272343,12852,dog
32,32,0.44888562,0.50856674,0.39541852,0.1875013,0.16961734,0.30783623,0.45095697,0.22165163,12884,airplane
32,32,0.6249265,0.47878265,0.5227936,0.17087428,0.32669735,0.3527009,0.5421676,0.28342417,12916,airplane
32,32,0.44941285,0.4159804,0.37458944,0.30676773,0.27355826,0.29035342,0.41332757,0.29022646,12929,frog
32,32,0.31670174,0.31481346,0.26555187,0.21656008,0.21406291,0.2206484,0.29902235,0.21709047,12933,ship
32,32,0.34109202,0.36275235,0.37460154,0.22607665,0.2402478,0.24613062,0.35948196,0.237485,12951,truck
32,32,0.5435582,0.5630125,0.5610097,0.26041374,0.2594509,0.26015082,0.5558601,0.26000515,12967,cat
32,32,0.48472998,0.5935722,0.806157,0.24028075,0.25113177,0.25466567,0.628153,0.24869274,12968,airplane
32,32,0.57362944,0.47178775,0.3851648,0.24374078,0.21568508,0.20021221,0.47686067,0.21987934,12970,cat
32,32,0.57754236,0.5451209,0.51324725,0.18197733,0.18630435,0.20157872,0.5453035,0.18995346,12996,horse
32,32,0.6027988,0.54979,0.56000334,0.21409601,0.18870835,0.19392997,0.570864,0.19891144,13023,horse
32,32,0.46489713,0.44071245,0.37055302,0.22472945,0.16945395,0.15932973,0.42538753,0.18450437,13035,truck
32,32,0.30185345,0.27816716,0.2822228,0.28024793,0.2829754,0.28257668,0.28741446,0.28193334,13049,dog
32,32,0.45397568,0.51877755,0.452938,0.16579765,0.16114528,0.15112263,0.47523043,0.15935518,13060,bird
32,32,0.39076734,0.3639788,0.25787708,0.2494539,0.22030714,0.19674021,0.33754107,0.22216709,13083,cat
32,32,0.41133866,0.45406276,0.41498038,0.19775721,0.19475842,0.20671535,0.42679393,0.19974367,13099,automobile
32,32,0.46490487,0.4897173,0.37703353,0.14569719,0.1534771,0.1690824,0.44388524,0.15608557,13155,bird
32,32,0.4796804,0.5011998,0.5497786,0.14120317,0.154778,0.17660427,0.5102196,0.15752847,13239,airplane
32,32,0.3579128,0.46338066,0.48221567,0.2010634,0.14404364,0.14359942,0.43450305,0.16290215,13252,dog
32,32,0.33229873,0.4576578,0.37980172,0.23336017,0.23305628,0.19130033,0.38991943,0.21923892,13268,horse
32,32,0.47647408,0.3624774,0.29698554,0.2719858,0.18341064,0.14777094,0.37864566,0.20105581,13308,deer
32,32,0.8524521,0.81622034,0.8158758,0.21861766,0.22291806,0.22267763,0.82818276,0.22140445,13313,airplane
32,32,0.4739293,0.44478554,0.4581595,0.14709286,0.16994089,0.18978308,0.45895812,0.16893895,13327,airplane
32,32,0.44015,0.40755582,0.39125338,0.11357096,0.1356107,0.16179478,0.4129864,0.13699214,13357,dog
32,32,0.3701134,0.3603248,0.16773419,0.22865827,0.1759737,0.15268919,0.29939082,0.18577373,13366,frog
32,32,0.56397194,0.47713152,0.32601812,0.36462077,0.32650337,0.23784709,0.4557072,0.30965707,13390,frog
32,32,0.5123101,0.53886074,0.43416512,0.18210807,0.196722,0.13757457,0.49511197,0.17213488,13414,bird
32,32,0.4786374,0.5002591,0.45187965,0.18897194,0.18032917,0.2285586,0.47692537,0.19928658,13434,bird
32,32,0.4912753,0.3790941,0.28746432,0.18088059,0.13581276,0.13406546,0.3859446,0.15025294,13467,deer
32,32,0.2891648,0.544241,0.5702935,0.10688549,0.17769365,0.20842367,0.4678998,0.16433428,13472,cat
32,32,0.67399186,0.7092393,0.7439554,0.06638983,0.07858096,0.106328286,0.70906216,0.08376636,13474,airplane
32,32,0.21322611,0.21443242,0.2064745,0.10493644,0.09828262,0.102280594,0.21137768,0.10183322,13479,bird
32,32,0.53223175,0.5353678,0.58766204,0.11023694,0.20172957,0.26033705,0.5517538,0.19076784,13520,ship
32,32,0.4411882,0.34133288,0.33128008,0.19743894,0.21585676,0.21986753,0.37126705,0.2110544,13530,truck
32,32,0.5800241,0.58791703,0.6159772,0.2831768,0.28260747,0.27451733,0.5946395,0.28010055,13535,automobile
32,32,0.41646618,0.46453178,0.5420243,0.3340348,0.32695338,0.30103824,0.47434077,0.3206755,13539,truck
32,32,0.5256878,0.48549926,0.45633268,0.19232522,0.17681715,0.1710782,0.48917326,0.18007351,13605,dog
32,32,0.46963173,0.40049484,0.5250665,0.20387582,0.18337636,0.23237632,0.46506438,0.20654283,13610,truck
32,32,0.5786308,0.40180045,0.29645324,0.19230945,0.21576029,0.19292653,0.4256282,0.20033209,13611,dog
32,32,0.61685395,0.5959834,0.6262137,0.24190548,0.21850361,0.2083843,0.613017,0.22293115,13621,ship
32,32,0.45193458,0.4408864,0.44141856,0.19553149,0.19013982,0.18794842,0.4447465,0.19120657,13625,dog
32,32,0.43838423,0.41538715,0.3443398,0.17946784,0.18983944,0.19790722,0.3993704,0.18907149,13632,horse
32,32,0.33725753,0.37776008,0.37767223,0.18961366,0.1798971,0.15695481,0.36422995,0.17548853,13638,bird
32,32,0.54960203,0.5241425,0.5190676,0.17561935,0.16288619,0.1630033,0.5309374,0.16716962,13642,ship
32,32,0.58456266,0.5094863,0.440265,0.11678793,0.16355464,0.19156745,0.51143795,0.15730335,13650,airplane
32,32,0.37052342,0.3830159,0.26799533,0.19113174,0.17936616,0.18778491,0.34051156,0.18609427,13662,cat
32,32,0.62531734,0.4548136,0.40224403,0.15729493,0.10448577,0.11023139,0.49412498,0.124004036,13665,deer
32,32,0.6664026,0.5093343,0.49677688,0.21863563,0.29587218,0.2778081,0.5575046,0.26410532,13702,automobile
32,32,0.26334944,0.33603388,0.15219754,0.17379948,0.21763101,0.12358993,0.25052696,0.17167348,13710,horse
32,32,0.5692249,0.5782245,0.5822835,0.18983687,0.20106924,0.22184338,0.5765776,0.20424981,13763,deer
32,32,0.49250805,0.49184567,0.41438383,0.23583749,0.20910823,0.21634293,0.46624586,0.22042954,13872,deer
32,32,0.45681262,0.43621618,0.27007747,0.16158667,0.14154999,0.085463345,0.38770208,0.12953334,13944,deer
32,32,0.6104897,0.64223355,0.4717183,0.073974244,0.08161543,0.0858832,0.57481384,0.080490954,14074,deer
32,32,0.4792056,0.39968246,0.38158354,0.21769848,0.20409222,0.20723268,0.4201572,0.20967448,14075,automobile
32,32,0.7007226,0.7384215,0.7324503,0.26927158,0.2430231,0.25965026,0.7238648,0.25731495,14159,ship
32,32,0.42163825,0.48352948,0.43180582,0.24472104,0.19015557,0.20885147,0.44565785,0.21457602,14161,dog
32,32,0.54729295,0.45450506,0.38000703,0.2936625,0.2115289,0.19515038,0.4606017,0.23344725,14165,deer
32,32,0.41681,0.43352273,0.41370443,0.2192668,0.22207503,0.23296699,0.4213457,0.22476959,14166,automobile
32,32,0.3557999,0.3697477,0.33446446,0.28999534,0.29059958,0.2868407,0.35333738,0.2891452,14171,truck
32,32,0.51716,0.4398777,0.40476704,0.09046499,0.07104036,0.060934275,0.4539349,0.07414654,14277,dog
32,32,0.49373445,0.43507978,0.27052364,0.15085018,0.14012861,0.24306872,0.3997793,0.17801583,14344,airplane
32,32,0.5633799,0.5270717,0.47079158,0.20219472,0.1744359,0.16462512,0.5204144,0.18041857,14399,horse
32,32,0.7360581,0.7298851,0.7152831,0.27139643,0.26280108,0.24795613,0.7270754,0.26071787,14428,ship
32,32,0.5460093,0.54789263,0.51124334,0.15429963,0.1485821,0.13514172,0.5350484,0.14600782,14447,horse
32,32,0.47405487,0.3714995,0.35994184,0.21818364,0.19467412,0.19532755,0.40183207,0.20272844,14463,truck
32,32,0.70172966,0.7417604,0.7429089,0.25365472,0.25818506,0.27441862,0.72879964,0.26208612,14474,bird
32,32,0.5211222,0.4584387,0.4103706,0.2755598,0.22783549,0.20542252,0.46331048,0.23627262,14476,truck
32,32,0.34511048,0.32956168,0.3026279,0.24890915,0.2504524,0.26003084,0.32576668,0.2531308,14479,bird
32,32,0.40795806,0.3998811,0.4896288,0.13734134,0.092321396,0.10893117,0.4324893,0.112864636,14488,airplane
32,32,0.45292664,0.50203013,0.2818806,0.15186399,0.15787429,0.109629154,0.41227913,0.13978915,14493,deer
32,32,0.42451444,0.44413716,0.2104459,0.14857057,0.12759353,0.080395594,0.35969916,0.118853234,14514,frog
32,32,0.59887844,0.4716851,0.45941085,0.21837325,0.23668242,0.22659652,0.50999147,0.22721739,14519,automobile
32,32,0.49616653,0.554534,0.6299515,0.16399674,0.1337051,0.1277456,0.5602173,0.14181581,14529,airplane
32,32,0.6330489,0.66333765,0.71014357,0.27045342,0.26578864,0.23846526,0.6688433,0.25823578,14546,truck
32,32,0.58021194,0.48034626,0.40213358,0.15903164,0.17916879,0.15133551,0.48756394,0.16317865,14590,horse
32,32,0.38375452,0.40842518,0.38906655,0.22327712,0.21137355,0.20757577,0.39374876,0.21407549,14618,truck
32,32,0.62627167,0.60041404,0.5767403,0.17901787,0.19086856,0.22272123,0.601142,0.19753589,14645,deer
32,32,0.40442017,0.2780548,0.23773196,0.29745978,0.2086063,0.19621755,0.30673563,0.23409455,14710,cat
32,32,0.5814558,0.5341411,0.48143739,0.16218735,0.1849411,0.20807393,0.5323448,0.18506746,14751,dog
32,32,0.3953954,0.31985942,0.22275026,0.13936642,0.15192293,0.1478766,0.31266835,0.14638865,14758,horse
32,32,0.34772927,0.36584714,0.30279925,0.25618356,0.2421972,0.19620533,0.33879188,0.2315287,14774,deer
32,32,0.6388791,0.6129181,0.56300634,0.18215425,0.19201496,0.22904536,0.6049345,0.20107155,14785,truck
32,32,0.5739805,0.4664742,0.39703855,0.21579315,0.18330434,0.123038754,0.47916445,0.17404543,14787,deer
32,32,0.70779264,0.52751714,0.522106,0.25024503,0.3181577,0.31402478,0.58580524,0.2941425,14804,truck
32,32,0.41313398,0.35313687,0.27579984,0.15278752,0.1473529,0.14408588,0.34735692,0.14807545,14816,deer
32,32,0.47829577,0.48851314,0.5183915,0.29033235,0.29121622,0.28373158,0.4950668,0.28842673,14832,ship
32,32,0.6128482,0.432764,0.47458303,0.23350284,0.21666472,0.272822,0.50673175,0.24099652,14846,frog
32,32,0.3562432,0.20637569,0.2962377,0.21098661,0.19404382,0.22607861,0.28628552,0.21036969,14876,dog
32,32,0.53433895,0.55562055,0.519576,0.24451892,0.21927094,0.22973222,0.53651184,0.23117404,14973,cat
32,32,0.39822763,0.36794606,0.3895262,0.1826578,0.20908646,0.2067138,0.3852333,0.19948602,14999,truck
32,32,0.4793635,0.46088204,0.43248895,0.2866933,0.29164445,0.297277,0.45757815,0.29187158,15057,truck
32,32,0.3413053,0.35965365,0.23955548,0.16062711,0.15316477,0.17010105,0.31350482,0.16129763,15074,horse
32,32,0.57631403,0.5149367,0.46569452,0.15046293,0.16397648,0.1536889,0.51898175,0.15604277,15080,horse
32,32,0.48493424,0.44462654,0.34574437,0.1561346,0.16021258,0.14721644,0.42510173,0.15452121,15119,bird
32,32,0.7532188,0.74106383,0.7440505,0.182083,0.21397978,0.22412913,0.7461111,0.20673065,15154,airplane
32,32,0.8460066,0.7411217,0.54442805,0.15642558,0.22396427,0.27997306,0.7105188,0.22012098,15178,dog
32,32,0.50970197,0.32859963,0.25999036,0.19505922,0.15788601,0.14158848,0.36609733,0.16484457,15193,frog
32,32,0.5604356,0.48237628,0.3798412,0.265404,0.25046724,0.22315104,0.47421768,0.24634075,15243,dog
32,32,0.5033998,0.47403777,0.24289432,0.17484832,0.22063066,0.11264608,0.4067773,0.16937502,15268,deer
32,32,0.3219022,0.23832615,0.16450176,0.23952559,0.17983201,0.08838038,0.24157672,0.169246,15270,cat
32,32,0.57076937,0.5431912,0.5875345,0.2215936,0.24130219,0.21755297,0.56716496,0.22681625,15292,frog
32,32,0.51765835,0.43921083,0.42136872,0.2217513,0.2481308,0.23664686,0.45941266,0.23550965,15303,truck
32,32,0.5782325,0.5483847,0.552582,0.3238415,0.3384594,0.33307487,0.5597331,0.33179194,15351,truck
32,32,0.4394767,0.421964,0.3859995,0.18701434,0.18601155,0.192708,0.41581336,0.18857796,15360,horse
32,32,0.50691354,0.5129566,0.54403806,0.21925168,0.21611881,0.22288252,0.52130276,0.21941768,15385,truck
32,32,0.57793754,0.53924745,0.3813923,0.17024751,0.15765196,0.15816002,0.4995258,0.16201983,15388,frog
32,32,0.44635707,0.4157773,0.4343587,0.36703697,0.34505278,0.33584997,0.43216434,0.34931326,15419,ship
32,32,0.32241318,0.31862196,0.27248973,0.13001835,0.12632743,0.1158702,0.3045083,0.12407199,15432,dog
32,32,0.5364268,0.4037755,0.2601662,0.2109219,0.20287967,0.16002648,0.40012285,0.19127601,15434,horse
32,32,0.4328702,0.35417032,0.2999309,0.34205642,0.2995183,0.2524633,0.3623238,0.2980127,15445,cat
32,32,0.42188025,0.45127285,0.4499103,0.16650972,0.18091135,0.22638227,0.4410211,0.19126777,15467,airplane
32,32,0.4154895,0.43194905,0.44465587,0.22699276,0.2320951,0.2562019,0.43069816,0.2384299,15470,automobile
32,32,0.5490534,0.47207335,0.4880125,0.13810825,0.09746672,0.08803396,0.50304645,0.10786965,15510,airplane
32,32,0.534666,0.4733534,0.39089292,0.15581064,0.14238074,0.13666798,0.46630415,0.14495312,15556,cat
32,32,0.5373518,0.5494911,0.5022879,0.3145166,0.3041675,0.35287583,0.5297103,0.3238533,15595,airplane
32,32,0.79050547,0.7979767,0.7954994,0.29160747,0.28084448,0.28476888,0.7946605,0.2857403,15602,automobile
32,32,0.3464577,0.40314832,0.3861025,0.1682612,0.113161504,0.12435896,0.3785695,0.13526055,15618,ship
32,32,0.58193034,0.6107144,0.33073363,0.21629728,0.20464785,0.22361283,0.5077928,0.21485265,15632,frog
32,32,0.66327727,0.5462048,0.41384733,0.109344795,0.10520335,0.092437364,0.5411098,0.1023285,15657,deer
32,32,0.49114117,0.38429475,0.32232338,0.25332573,0.20069242,0.18162918,0.39925313,0.21188243,15710,dog
32,32,0.48331162,0.3990781,0.25711054,0.24445893,0.21257006,0.15189803,0.37983343,0.20297568,15720,frog
32,32,0.8083032,0.82580423,0.8056193,0.21754561,0.18900436,0.15353537,0.8132422,0.18669511,15728,ship
32,32,0.37884176,0.38807502,0.38427252,0.147156,0.1473528,0.15821171,0.3837298,0.15090685,15758,ship
32,32,0.72782063,0.7136172,0.6932046,0.27549008,0.28556252,0.301317,0.71154743,0.2874565,15768,airplane
32,32,0.6136782,0.4640116,0.46009773,0.1836933,0.16316901,0.16678596,0.5125959,0.17121609,15770,horse
32,32,0.4637905,0.4126723,0.27077484,0.18021525,0.1490564,0.112989806,0.38241255,0.1474205,15790,bird
32,32,0.44119957,0.31751204,0.29424304,0.27671725,0.1596769,0.15225534,0.3509849,0.19621651,15810,automobile
32,32,0.59715796,0.4976174,0.43597886,0.10816208,0.09958129,0.10036842,0.5102514,0.10270393,15814,bird
32,32,0.40168512,0.5217745,0.31595194,0.20949338,0.22488075,0.25868544,0.4131372,0.23101985,15826,truck
32,32,0.5007692,0.5020907,0.42434457,0.2306579,0.23808669,0.2405451,0.4757348,0.23642989,15850,dog
32,32,0.49072963,0.48814446,0.47843635,0.23791747,0.2402756,0.24602184,0.48577014,0.24140497,15869,automobile
32,32,0.41638896,0.45435172,0.25985667,0.29652113,0.28631845,0.22590877,0.37686577,0.26958278,15909,dog
32,32,0.5459529,0.5492542,0.5579858,0.15109672,0.17262948,0.1826731,0.5510643,0.16879976,15915,ship
32,32,0.46338844,0.44397968,0.31150404,0.15400116,0.12026068,0.16138594,0.40629074,0.14521593,15923,bird
32,32,0.42282078,0.4258539,0.39275852,0.14038979,0.12390436,0.13772246,0.41381106,0.13400553,15941,bird
32,32,0.32600656,0.27250567,0.16361025,0.22304833,0.1874035,0.19852656,0.25404084,0.2029928,15981,dog
32,32,0.5454087,0.49003565,0.40174904,0.12897661,0.086460814,0.08722276,0.47906446,0.10088673,15982,bird
32,32,0.2859485,0.17787142,0.18656862,0.23799764,0.15606646,0.17873363,0.21679617,0.19093257,16003,airplane
32,32,0.49303287,0.37338826,0.33196288,0.1764834,0.21182768,0.17462814,0.39946136,0.1876464,16040,horse
32,32,0.55511343,0.54686755,0.5408786,0.29247534,0.3080845,0.32191452,0.5476198,0.30749145,16096,horse
32,32,0.5716022,0.50109506,0.44798967,0.25440904,0.23080738,0.2020688,0.50689566,0.22909509,16113,deer
32,32,0.4890438,0.520489,0.46269965,0.21305685,0.19377826,0.21271159,0.49074414,0.20651557,16167,dog
32,32,0.4526656,0.44426316,0.37609977,0.3213634,0.3060981,0.3018855,0.42434287,0.30978233,16248,dog
32,32,0.37430453,0.39486971,0.4154233,0.26660067,0.25638652,0.2503878,0.39486584,0.25779167,16282,ship
32,32,0.61796236,0.6540796,0.75438756,0.3121311,0.28983912,0.24843173,0.67547655,0.28346732,16287,automobile
32,32,0.51000565,0.4795792,0.44303694,0.16690522,0.18580922,0.15503168,0.4775406,0.1692487,16321,automobile
32,32,0.6237805,0.618128,0.5545245,0.34907216,0.34598914,0.38658205,0.598811,0.36054778,16340,cat
32,32,0.34376892,0.3564454,0.3598081,0.20015721,0.20314828,0.22518027,0.35334077,0.20949525,16369,automobile
32,32,0.5391584,0.48157954,0.4088313,0.16522886,0.15429987,0.14511299,0.47652307,0.15488057,16387,frog
32,32,0.44726136,0.5309695,0.8089468,0.27469328,0.22976604,0.19362646,0.59572583,0.23269527,16398,airplane
32,32,0.6393179,0.5415966,0.53179646,0.22720051,0.25787765,0.2486973,0.57090366,0.24459182,16400,horse
32,32,0.5445886,0.5364549,0.507365,0.09066141,0.093485065,0.12384052,0.5294695,0.102662325,16417,bird
32,32,0.283463,0.33573407,0.29416326,0.18844388,0.16584097,0.19294094,0.30445346,0.18240859,16422,cat
32,32,0.3480289,0.30362248,0.24582392,0.14326002,0.12128981,0.0983636,0.29915842,0.12097114,16430,frog
32,32,0.37602714,0.34385812,0.31877378,0.17698438,0.16910169,0.18081352,0.34621966,0.17563319,16438,automobile
32,32,0.4899477,0.42589128,0.33319533,0.19683841,0.195561,0.16895007,0.41634476,0.1871165,16452,frog
32,32,0.6976889,0.52673906,0.30584097,0.21814007,0.19026946,0.13192286,0.51008964,0.1801108,16482,deer
32,32,0.23804772,0.24149053,0.2385915,0.25395414,0.24921255,0.24584208,0.23937659,0.2496696,16581,dog
32,32,0.8162502,0.7793993,0.7771957,0.19758356,0.25457233,0.25941828,0.7909484,0.2371914,16626,airplane
32,32,0.5207801,0.50528544,0.49697515,0.1742239,0.16539377,0.17082153,0.50768024,0.1701464,16663,bird
32,32,0.4834511,0.55395144,0.41757375,0.14415638,0.16522668,0.104108065,0.48499212,0.13783038,16751,horse
32,32,0.3693929,0.3370633,0.33245224,0.20582123,0.20209995,0.21422128,0.34630284,0.20738083,16759,cat
32,32,0.38835132,0.34973967,0.34949785,0.21334341,0.21113072,0.20307818,0.3625296,0.2091841,16824,dog
32,32,0.40642336,0.46671394,0.49311188,0.14801013,0.16538063,0.14588794,0.4554164,0.1530929,16871,horse
32,32,0.5339815,0.5903992,0.71808153,0.1705571,0.18901657,0.24108121,0.6141541,0.20021828,16913,airplane
32,32,0.34894663,0.36001492,0.32812527,0.18499789,0.19337282,0.18188404,0.3456956,0.18675159,16930,automobile
32,32,0.47659415,0.323648,0.3234297,0.19511652,0.22498792,0.22653261,0.3745573,0.2155457,16948,automobile
32,32,0.541536,0.49741107,0.43097404,0.22126551,0.21738064,0.22084619,0.4899737,0.21983077,16958,dog
32,32,0.61217105,0.60647225,0.5802777,0.29814467,0.28117904,0.27051902,0.5996403,0.2832809,17005,ship
32,32,0.2728896,0.29226497,0.30645803,0.256376,0.26655278,0.28136408,0.2905375,0.2680976,17009,automobile
32,32,0.330048,0.3527041,0.37066123,0.18181811,0.1563293,0.14471786,0.3511378,0.16095509,17024,horse
32,32,0.7823582,0.79393953,0.71513075,0.12061337,0.12914108,0.1338187,0.7638095,0.12785771,17027,airplane
32,32,0.27800876,0.27013093,0.2379772,0.20343013,0.20213437,0.18249612,0.26203898,0.1960202,17050,deer
32,32,0.5861358,0.51501614,0.3689374,0.16064587,0.17054361,0.13371915,0.49002978,0.15496954,17133,frog
32,32,0.36558154,0.32422847,0.31673774,0.1864726,0.20100988,0.2158936,0.33551595,0.20112534,17241,truck
32,32,0.373855,0.4090803,0.3173252,0.23849018,0.23403798,0.20281273,0.3667535,0.22511363,17250,bird
32,32,0.4092759,0.50166595,0.5768348,0.23546568,0.20806278,0.22834015,0.49592555,0.22395621,17253,ship
32,32,0.60544175,0.60642177,0.62856483,0.22886668,0.22604531,0.2166477,0.6134761,0.22385323,17285,automobile
32,32,0.4023893,0.30002603,0.21987046,0.095669314,0.08521028,0.09093056,0.3074286,0.09060338,17364,bird
32,32,0.53727436,0.48381191,0.43065596,0.12987758,0.1231388,0.1133875,0.48391405,0.122134626,17373,frog
32,32,0.50029546,0.47099495,0.46048677,0.20762385,0.19953763,0.1907083,0.47725907,0.19928992,17379,horse
32,32,0.53393054,0.45035213,0.3338845,0.21362707,0.18853973,0.1478818,0.43938908,0.18334953,17392,cat
32,32,0.63258994,0.46745878,0.4585015,0.20517886,0.20746218,0.24972588,0.51951677,0.22078897,17407,truck
32,32,0.39320278,0.39950657,0.422048,0.25735638,0.25707027,0.25894776,0.40491912,0.2577915,17453,truck
32,32,0.6068518,0.37794796,0.36900553,0.18391569,0.2656781,0.2662923,0.45126843,0.2386287,17467,truck
32,32,0.68566847,0.65443397,0.60075796,0.26080674,0.28537604,0.33259934,0.64695346,0.29292735,17477,frog
32,32,0.509766,0.5287186,0.43072623,0.19956185,0.22935766,0.26125565,0.48973694,0.23005839,17522,horse
32,32,0.46575814,0.41943514,0.29051712,0.19110611,0.16554226,0.17696299,0.3919035,0.17787045,17524,frog
32,32,0.5706713,0.5511823,0.5575787,0.24013545,0.23663248,0.25140983,0.55981076,0.24272592,17532,ship
32,32,0.69078696,0.6572589,0.5621924,0.3183951,0.2792094,0.32274342,0.6367461,0.30678263,17543,horse
32,32,0.22307628,0.19169626,0.1951392,0.12940788,0.10898728,0.109991066,0.20330392,0.11612874,17555,frog
32,32,0.6655999,0.69379085,0.6172634,0.190061,0.2004973,0.23360306,0.6588847,0.20805378,17650,horse
32,32,0.6003562,0.5758038,0.5978938,0.18508165,0.18276319,0.1718369,0.5913513,0.17989391,17673,cat
32,32,0.50960976,0.5481055,0.64400744,0.20999737,0.20429038,0.22160476,0.5672409,0.21196418,17693,airplane
32,32,0.23066269,0.22734639,0.22175515,0.17308442,0.16272476,0.15373847,0.22658807,0.16318254,17722,dog
